date,articles
2019-03-15,"[""Tesla Model Y: Elon Musk's second electric SUV is here - CNN"", 'Tesla Model Y crossover debuts with seating for seven and up to ... - Autoweek', 'Tesla Model Y, a New S.U.V., Is Unveiled Amid Mounting ... - The New York Times', 'Elon Musk Shares Tesla Pickup Truck Teaser - InsideEVs', 'Refreshing or Revolting: Tesla Model Y vs. Hyundai Kona Electric - MotorTrend', 'Tesla Model Y Unveiled With Starting Price Tag Of $39000 - Eurasia Review', 'Tesla adds the Y to “S3XY” - USA TODAY', ""Will the Model Y Make Tesla 'S3XY' Again? - GearJunkie"", 'New Tesla Model Y unveiled with longer roll-out timetable - The Irish Times', 'Shot on Galaxy S10+ Pro mode: Australian F1 GP Tesla road trip ... - Notebookcheck.net', 'Electric vehicles could cost the auto industry millions of jobs, a top analyst says - CNBC', 'Tesla Model Y, Grabber Lime Shelby GT500, Porsche 911 goals ... - Motor Authority', 'Consumer rights in Ghana: Kofi Kapito calls for Parliament to pass ... - Yen.com.gh']"
2019-03-16,"['Tesla Model Y Will Be World’s Safest Crossover & Quickest Affordable Crossover Or SUV - CleanTechnica', 'Elon Musk proves he is the best car salesman with Tesla Model Y reveal - Business Insider', 'Elon Musk Air Jordan 1 Tesla DeMarco Custom - HYPEBEAST', '2020 Ford Mustang Shelby GT500, 2020 Porsche 911, Tesla Model ... - Motor Authority']"
2019-03-17,"['Tesla discontinues Model 3 Mid Range battery pack - Electrek', ""It's The Tesla Model Y Versus The Competition - Now That There Actually Is Some, Finally - Forbes"", 'Tesla & SpaceX Employees Largely Support Elon Musk’s Leadership, Survey Shows - CleanTechnica', 'Tesla Model 3 Costs vs. 10 Best Selling Cars In The USA - CleanTechnica', 'Tesla Model 3 Poised To Set Norwegian Record For Most EV Sales In One Month - CleanTechnica', 'The Tesla Model Y, Model 3, & Green New Deal Together Point The Way To A Sustainable Future - CleanTechnica', 'A Strong Tesla Future Will Include More Female Engineers - CleanTechnica', 'How the Tesla big battery kept the lights on in South Australia - RenewEconomy', 'The Next Tesla Roadster Is Becoming An Object Of Fantasy For CGI Artists (Video) - CleanTechnica', 'Battery start-ups are raising millions in the battle to crush Tesla - CNBC', 'Tesla’s Sentry Mode Proves Its Worth In The Real World - CarScoops', 'Elon Musk’s “Giant Cybernetic Collectives” - CleanTechnica', '4 bad things that are likely to happen to a child born at Agbogbloshie - Yen.com.gh']"
2019-03-18,"['Tesla asks employees for help delivering 30,000 cars by end of quarter - Business Insider', 'Elon Musk never sought approval for a single Tesla tweet, US regulator tells judge - CNBC', 'SEC Slams Elon Musk For Failing To Have ‘A Single’ Tesla Tweet Checked - Forbes', 'If Tesla makes a less fancy SUV ... can it make it faster? - Marketplace', '2019 Tesla Model 3 review - Sunday Times Driving', 'Tesla ""Would Love to Be"" In India This Year Or Next, Says Elon Musk - NDTV', 'Tesla retires the Mid Range Model 3, leaving only Standard and Long Range - TESLARATI', 'Fisker relaunches Tesla rivalry with $40k electric car - Vanguard', 'Solar rooftop tile company aims to challenge Tesla - The Mercury News', ""DPD's Tesla came from an illegal marijuana bust - 9News.com KUSA"", 'Tesla’s V3 Superchargers Lay The Foundation For The Megacharging Network - CleanTechnica', 'Tesla Model Y Size Compared To Tesla Model 3 - CleanTechnica', 'Talking Cars 194: Tesla News & New BMW 3 Series - Consumer Reports', 'How Elon Musk Is Ruining His Own Reputation - Fortune', 'Electric Cars Race: BYD and Tesla Face Stiff Competition From BMW - Times Now', 'Mt Kisco Help - Tesla Motors Club', ""California Startups Reveal 'Tesla Killer' Battery Technology | IBTimes - International Business Times""]"
2019-03-19,"['Tesla and Elon Musk face dozens of lawsuits and investigations far beyond the SEC court fight - CNBC', 'Tesla Tuesday: Model Y Pops, Pickup Presaged, Prices Hiked (Plus Sneakers) - Cars.com', 'Tesla delays 3% price increase for cars until Wednesday - Business Insider', 'Tesla delays price hike because of “unusually high volume” of last ... - The Verge', 'Tesla Model 3 Loses its Mid-Range Battery Option - MotorTrend', ""Forget Tesla, It's China's E-Buses That Are Denting Oil Demand - Bloomberg"", 'Tesla factory workers lost more time due to injury and illness in 2018 - Business Insider', 'Tesla says a Texas lawmaker wants to block it from servicing its own cars in the state - The Dallas Morning News', 'The Springs Experience: Colorado Springs as seen by Nikola Tesla - Colorado Springs Gazette', 'Fisker to introduce all-electric SUV by 2021 before Tesla Model Y hits the road - The Financial Express', ""Denver's Tesla police vehicle was seized as part of illegal pot bust - Electrek"", 'Tesla Vehicles Fare Poorly in Reliability Survey - Design News', 'S2A Modular Offers Affordable Net Zero Homes With Renewable Energy Components - CleanTechnica', 'Tesla starts rolling out new Navigate on Autopilot and Enhanced ... - Electrek', 'Canada announces new $5000 incentive for electric cars, Tesla ... - Electrek', 'Shot on Galaxy S10+ Pro mode: Australian F1 GP Tesla Road Trip ... - Notebookcheck.net', 'How To: Automate Preheating/Cooling, Google Play Music (or ... - Tesla Motors Club']"
2019-03-20,"['Why Tesla needs Elon Musk - CNN', 'Tesla sets personal record for sales in Norway amid European Model 3 ramp - TESLARATI', ""Grimes speaks out about her 'love' for Tesla CEO Elon Musk - Business Insider"", ""Ford tweaks Tesla on Twitter as Detroit carmaker plans 'Mustang-inspired' all-electric SUV - CNBC"", 'Ford teases Mustang-inspired electric SUV as Tesla Model Y ... - Electrek', ""Detroit Downloads Tesla's Software Strategy - WSJ - The Wall Street Journal"", 'Tesla factory injuries idled workers three times as much in 2018 - Automotive News Europe', 'Grimes Talks Tesla Controversy Without Saying Anything - Spin', ""Step Up Business School kick-starts Step Up Students' club - Yen.com.gh""]"
2019-03-21,"['Tesla sues former employees for allegedly stealing data, Autopilot ... - Reuters', 'Tesla sues Zoox, claims ex-workers stole trade secrets - Detroit News', 'Tesla accuses self-driving startup Zoox and former employees of ... - The Verge', ""Read Elon Musk's email urging Tesla employees to help with deliveries - CNBC"", 'Tesla revives popular customer-referral program - MarketWatch', 'Tesla’s Referral Program is back with Founders Series Model Y and Roadster signed by Elon Musk - TESLARATI', 'Watch Injury Reserve’s “Jailbreak the Tesla” video with Aminé - The FADER', ""Tesla, GM, and Lear Look Like Good Bets on the Future of Transportation - Barron's"", 'Ford Tells Tesla “Hold Your Horses,” Mustang-inspired Electric SUV ... - autoevolution', 'Tesla Model 3 Performance Demolishes AWD Audi TT, RWD Model 3 - autoevolution', 'Tesla START Program Trains Automotive Technicians At Miami Dade College - CleanTechnica', 'Early Customer Basks In The Glow Of His New Tesla Solar Roof Tile Install - CleanTechnica', ""Blog: I Don't Care About Tesla - EE Times India"", 'Tesla Referral program is back... - Tesla Motors Club', 'Tesla Superchargers Approved by Moosomin Council in ... - iPhone in Canada']"
2019-03-22,"['Tesla’s history: From The Roadster to SEC problems - CNN', 'Elon Musk says web browsers in Tesla cars will be updated to Chromium - Business Insider', ""Tesla is updating its in-car internet browser with Google's Chromium ... - Electrek"", 'Tesla is accusing a former employee of stealing self-driving tech and giving it to a Chinese rival - CNN', 'Tesla sues Zoox in the latest lawsuit between self-driving car companies - The Hustle', ""Tesla says billionaire's engineer stole tech secrets - Detroit News"", 'Cowen lowers Tesla price target to $180 and says Model 3 deliveries could be weaker than expected - CNBC', 'Tesla kills yearly service program, focuses on EV requiring less ... - Electrek', ""Tesla's new sales strategy ends effort to change CT law - CTPost"", 'Video Shows Tesla Autopilot Steering Toward Highway Barriers - Futurism', ""Tesla Sales Slump as '19 Starts Is Hinted At in State Data (Published ... - The New York Times"", ""Tesla Gigafactory employees stood in line for 'Merch Madness,' a chance to buy company swag on the cheap - CNBC"", 'Tesla is still going strong - Las Vegas Magazine', 'Dashcam video shows Tesla steering toward lane divider—again - Ars Technica', 'Elon Musk, CEO of Tesla, SpaceX, visits Flint - Detroit Free Press', ""China's Xpeng Motors Previews Tesla Model 3 Rival - Ward's Auto"", ""Tesla drops 'standard range' Model S from lineup after just 3 weeks - Electrek"", 'Tesla Model 3 in stores — toy stores, as new Hot Wheels release - Electrek', 'How pixalated is your dash cam footage? - Tesla Motors Club', 'Sentry Mode - False Alarms? - Tesla Motors Club']"
2019-03-23,"[""Why Tesla's Model Y is the company's most important car - Business Insider"", 'Tesla Model S, X with “Hardware 3” for Full Self-Driving now in production, inventory codes ind... - TESLARATI', 'Our Tesla Model Y Review: CleanTechnica Goes For A Ride In The Tesla Model Y - CleanTechnica', 'Tesla car hacked at Pwn2Own contest | ZDNET - ZDNet', 'Hackers crack Tesla Model 3 in competition, Tesla gives them the car - Electrek', 'Hackers conquer Tesla’s in-car web browser and win a Model 3 - TechCrunch', 'Tesla Autopilot now gives red light warnings & right of way for lane ... - Electrek', 'Tesla rolls out AutoSteer Stop Light Warning for Autopilot in latest software update - TESLARATI', 'Honor 8X global variant receiving Android Pie-based EMUI 9 update - GSMArena.com', 'Fisker Promises To Actually Make Money This Time - CarBuzz', 'Shatta Wale sends emotional message in the way of NAM1, praying ... - Yen.com.gh']"
2019-03-24,"['Tesla’s Incredible Growth, Past & Future — How The Company Could Continue Hyper Growth - CleanTechnica', 'Tesla raises Model Y prices by $1k, will raise inventory car prices ... - Electrek', 'Elon Musk’s latest defense: Tesla says my tweets were kosher - Ars Technica', 'Why It’s Okay The Tesla Model Y Kinda Looks Like A Sedan - CleanTechnica', 'Hackers win Tesla car for exposing system error - CNBCTV18', 'Tesla owners ready for track day as Tesla Corsa expands its racing community - TESLARATI', 'Tesla begins to unlock V2 Supercharger’s 145 kW charge rate in new software roll out - TESLARATI', 'Tesla Model 3 Performance Good Enough To Wow The Europeans As Well? - CarScoops', 'The Incredible Story Of An EV Evangelist Who Won 4 Teslas - CleanTechnica', 'Chinese EV startup XPeng is at the center of major trade secret ... - The Verge', 'Seats Protector for White leather - Tesla Motors Club']"
2019-03-25,"['These 20-something hackers won $375,000 and a Model 3 for finding a Tesla bug - CNBC', 'Researchers get free Tesla for finding infotainment system bug - SC Media', 'Duo Hacks Tesla Model 3, Walk Away with the Car and $35000 - autoevolution', 'Tesla, Elon Musk win dismissal of lawsuit over Model 3 production - Reuters', 'Tesla Hikes All Models’ Prices Except For Model 3 Showing Its Indecision - Wccftech', 'Everything you need to know about the Tesla Model Y EV - Red, Green, and Blue', 'Tesla eliminates annual service, keeps some periodic maintenance - KPIC News', 'Tesla’s Navigation Eliminates The Need To Plan Charging Stops On Road Trips - CleanTechnica', ""What First Responders Don't Know About Fiery Electric Vehicles - Bloomberg"", 'Tesla will perform at Rose Music Center on Aug. 6 - dayton.com', 'Tesla’s massive parts distribution center in Lathrop, CA is nearing completion - TESLARATI', 'Five Acre School play examines life of Nikola Tesla - Peninsula Daily News', ""Closer look at Tesla's giant new building in Northern California - Electrek"", 'The new Tesla Model Y EV crushes premium SUV coupes by ... - Red, Green, and Blue', 'Model 3 Vs. E63 S AMG Vs. Grand Cherokee SRT8 In An Unlikely Three-Way Battle - CarScoops', 'First Tesla Model S high performance electric car lands in Mumbai, India - CarToq.com', 'SR+ 2019.8.3 Map is no longer in Sat view - Tesla Motors Club', 'Poll - MX 75D Real World Mileage - Tesla Motors Club', 'Checklist before signing for used Model S - Tesla Motors Club', 'Find EV Friendly Rentals - Tesla Motors Club', 'Huawei launches Enjoy 9s and Enjoy 9e - GSMArena.com', 'Tracks Of The Week: new music and videos from Suzi Quatro, Tesla ... - Louder']"
2019-03-26,"['Tesla CEO Elon Musk: Court hearing in contempt case set for April - USA TODAY', ""Tesla's $35000 Model 3 still isn't here - The Verge"", 'Elon Musk Sets High Bar For Tesla Electric Pickup Truck Towing Capacity - Torque News', 'Tesla Model 3 Buyers Claim ""Bait and Switch"" over Delayed ... - Car and Driver', 'Tesla Model Y Hit With $1k Price Bump Just Two Weeks After Premiere - CarScoops', 'Tesla starts Hardware 3 rollout: Enhanced Summon, red-light ... - Green Car Reports', ""Tesla's Model 3 Shatters Record in Electric Car Crazy Norway - Bloomberg"", 'Does the regular (not air) suspension have issues? - Tesla Motors Club', ""Who Are Tesla's Lithium Suppliers? - The Motley Fool"", 'Audi Ready to Fight Tesla Model 3 With A4-Sized EV Sedan: Report - The Drive', 'Tesla upgrades 2nd-gen Superchargers - www.electrive.com', 'Video Shows Tesla Model S on Autopilot Hit Highway Concrete ... - autoevolution', 'Tesla Semi rival Nikola buys 400 acres in AZ for manufacturing facility - TESLARATI', 'Startup Aims to Convert Old SUVs into EVs Using Tesla Model S ... - autoevolution', ""Comedian catches grandma's stunned reaction to Tesla's Autopark trick - Metro.co.uk"", 'Performance Model 3 with 21"" or 22"" wheels? - Tesla Motors Club', 'How much would fixing this scratch cost? - Tesla Motors Club', 'Why Tesla Model Y Panoramic Glass Roof Is A Problem - International Business Times']"
2019-03-27,"[""Elon Musk uses Twitter 'wisely,' says Tesla chair Robyn Denholm - Business Insider"", ""Tesla changes return policy after Elon Musk's contradictory tweets - The Verge"", ""Tesla's new return policy off to confusing start because of Elon Musk - Mashable"", 'Kintetsu Railway in Japan installs 42 Tesla Powerpacks as backup electricity - Ars Technica', 'Two letters by inventor Nikola Tesla surface in Serbia - Phys.org', 'A Tesla rival in China wants at least $500 million in funding, and it may try a US IPO - CNBC', 'Tesla Electric Road Trips And Supercharging Strategy - Forbes', 'Fisker wants another shot at Tesla with a new Model Y fighter - CNBC', 'Audi: A Tesla Model 3 Rival in 2023 - The Car Guide - The Car Guide', ""Tesla's Model 3 shatters record in electric car crazy Norway - ETEnergyWorld"", ""Sonic Automotive's Jeff Dyke on Used Car Sales, Tesla, and the ... - CBT Automotive News"", 'Tesla Slamming Into Concrete Median Is Part Autopilot, Part Driver’s Fault - CarScoops', 'What the Frunk? Opened while Driving (2019.8.3) - Front Trunk ... - Tesla Motors Club', 'Installation: Model X Enhanced Anti-Theft - Tesla Motors Club', ""Tesla's cheap Model 3 still hasn't made it off the drawing board - KnowTechie"", 'Best Science Books For Kids - Gildshire - Gildshire Magazines']"
2019-03-28,"['Which Tesla stores will stay open? Elon Musk tries to remove ‘uncertainty’ - The Mercury News', ""'Do people really return Tesla?' People just can't hold back curiosity ... - YourStory"", 'For Tesla Electric Car Tourism, Hotel Charging Is The Answer, Not Supercharging - Forbes', 'Tesla Model 3 Reportedly Outsold BMW 3, Merc C-Class And Audi A4 Sedans In Europe (Update #2) - CarScoops', 'Tesla Installs 7-Megawatt-Hour Battery for Emergency Power at a Japanese Railway - Greentech Media News', 'First look at Tesla’s Autosteer Stop Light Warning for Autopilot in action - TESLARATI', 'Tesla loses its head of growth and referral program - Electrek', 'Model 3 Key Fob Summon - Tesla Motors Club', 'Rivian Isn’t Concerned About... - MotorIllustrated']"
2019-03-29,"['Tesla cars keep more data than you think, including this video of a crash that totaled a Model 3 - CNBC', ""Where's My Tesla? Justin Sun Refuses to Honor Competition Winner - Blokt"", 'Tron CEO Sun to Give Away Two Teslas After Bungling Promotion - Bloomberg', 'Justin Sun Gives Away A Second Tesla Following Twitter Backlash ... - Altcoin Buzz', ""Violating Elon Musk's Edict - Tesla Now Discounting Model 3 Cars - Torque News"", 'Tesla starts rolling out new Dynamic Brake Lights feature - Electrek', ""Pennsylvania man uses Tesla to pull out daughter's tooth, Twitter reacts - Fox News"", 'Hacker Gets Tesla On Autopilot To Stop Itself At Red Light - Motor1', 'Students tour Tesla Gigafactory - Mineral County Independent-News', 'Tesla’s Over-The-Air Software Updates Have Big Auto Playing Catchup - CleanTechnica', 'Nissan Unveils City Hub Store In Paris, Reminds Us Of Tesla Stores: Video - InsideEVs', ""Tesla's head of growth, once the company's youngest executive ... - The Business Journals"", 'Error | Incline too steep: parking brake may not hold - Tesla Motors Club', 'Cannot enable Cabin Overheat Protection - Tesla Motors Club']"
2019-03-30,"['Tesla’s Vertical Integration Unlocks Hidden Flexibility & Innovation — #CleanTechnica Field Trip - CleanTechnica', ""Tesla is proof next 20 years in tech industry won't be like last 20 - Business Insider"", ""This engineer lived in an RV in Tesla's parking lot — now he's on a quest to build electric planes - CNBC"", ""Apple's latest Tesla hire may point to powertrain for full-scale 'Apple Car' - AppleInsider"", 'Tesla Model 3 vs. Porsche … Tesla’s Wonderful Long-Distance Navigation … Tesla Model Y Crushes Fossil Competitors — #CleanTechnica Top 20 - CleanTechnica', 'Tesla Vehicles & Other Stock EVs Compete In Eco Grand Prix - InsideEVs', 'Researchers find mountains of sensitive data on totalled Teslas in junkyards - Boing Boing', 'Is it OK to let the charging port door close over an unconnected ... - Tesla Motors Club']"
2019-03-31,"['Tesla’s 11 Year Death Anniversary — Start Or Join An Event! - CleanTechnica', 'Can Tesla pull off another Model 3 production surprise? - The Mercury News', ""Elon Musk Has Apparently Released a Hip-Hop Single — And It's About Harambe the Gorilla - TIME"", ""Elon Musk rap song: Tesla, SpaceX CEO releases 'RIP Harambe' - USA TODAY"", 'Elon Musk releases ‘RIP Harambe,’ a rap tribute to a slain gorilla - Miami Herald', 'When Does the Model S Parking Brake Get Activated? - Tesla Motors Club', 'How to retrieve Sentry Mode recordings? - Tesla Motors Club', 'Apple snags expert on electric motors from Tesla - Cult of Mac']"
2019-04-01,"['Tesla Mania Means Over Half of Norway Car Sales Are Now Electric - Bloomberg', 'Breaking! Tesla Takes 31% Of Norway’s Total Passenger Auto Sales In March - CleanTechnica', ""Norway's electric car sales tip over the halfway mark as the Teslas ... - New Atlas"", 'Hackers trick a Tesla into veering into the wrong lane - MIT Technology Review', 'Tesla penalized for violating hazardous waste law at California factory - The Verge', 'Tesla CEO Elon Musk Is Now a SoundCloud Rapper, Drops Single ... - The Drive', 'Tesla Model 3 outsells German sedan rivals in Europe - Automotive News Europe', 'Tesla 3 vs Tesla Y — Why Are Good Choices So Hard To Make? - CleanTechnica', 'The Irony of an Electric Car Named ""Tesla"" - The Colorado Independent', 'Tesla Model 3 Effect - Chevy Dealers Discount 2019 Bolt Electric Vehicles Almost $10,000 In Race For Bottom Of The Market - Torque News', 'Note to Tesla: Stop With the Annoying Upsell Already - Inc.', 'Brookhaven Police Purchase Electric Tesla Model S - Patch', 'Chip in roof glass edge - Tesla Motors Club', 'Tesla Cars Store All Your Data, Factory Reset Is The Answer - International Business Times']"
2019-04-02,"['Elon Musk’s compensation at least 40,000 times bigger than median Tesla worker: report - The Mercury News', 'A Sticker Can Trick Teslas Into Steering Toward Oncoming Traffic - Futurism', 'Hackers reveal how to trick a Tesla into steering towards oncoming ... - ZDNet', 'Tiny red stickers managed to trick Tesla’s Autopilot software - Digital Trends', 'Trust in automation technologies: how users cope with Tesla Autopilot - London School of Economics and Political Science', 'Tesla is working on new voice command features in move towards ... - Electrek', ""'Tesla effect' on Nevada's education system | NCET Biz Tips - Reno Gazette Journal"", 'This Police Department Has Just Inducted Its First Electric Patrol Car - A Used Tesla Model S - Indiatimes.com', 'Tesla Model 3 Standard Range Plus vs. 2019 Kia Niro BEV – Surprising Similarities & Stark Contrasts - Torque News', 'Tesla Model 3 Rear-Ended By Truck While Yielding For Ambulance - CarScoops', 'MG Previews Tesla-Like 10.4-Inch Touchscreen Display Of Upcoming Hector - GaadiWaadi.com', 'EZ-Pass Front License Transponder Mounting Options with Model S ... - Tesla Motors Club']"
2019-04-03,"['Tesla misses expectations and delivered 63,000 cars in quarter - USA TODAY', 'Tesla: production slows amid rocky start to the new year - The Guardian', ""These Chinese hackers tricked Tesla's Autopilot into suddenly switching lanes - CNBC"", 'Researchers trick Tesla’s Autopilot into driving into oncoming traffic - Sophos', 'Your Tesla can now change lanes without asking permission - The Verge', 'Tesla Model 3 German sales jump, closing in on Porsche - Detroit News', 'Does your Model 3 sound like a crunching waterbottle? - Tesla Motors Club', 'Rock band Tesla performs their hit song ""Signs"" - KHOU.com', 'Wauwatosa rejects mixed-use development with possible Tesla ... - Milwaukee Journal Sentinel', 'Rock band Tesla performs their new song ""Forever Loving You"" - KHOU.com', 'Tesla’s ‘rotor geometry’ patent hints at more efficient electric motors - TESLARATI', 'Who actually invented the incandescent lightbulb and when? - Interesting Engineering', 'Late 2017 Model S Body Control Module (BCM) Location? - Tesla Motors Club']"
2019-04-04,"['Tesla stock down more than 8% day after reporting biggest sales drop in its history - CNN', 'Sheryl Crow gives Elon Musk Tesla advice on Twitter after she gets stuck in a parking lot - CNBC', ""Tesla's Elon Musk and S.E.C. Have 2 Weeks to Resolve Dispute ... - The New York Times"", 'Tesla Deploys Improved Navigate-On-Autopilot Solution With Automatic Lane Changes - CleanTechnica', 'Tesla Autopilot now changes lanes with zero driver input - Autoblog', 'Tesla Autopilot Update Now Allows Lane Changes Without Turn ... - autoevolution', 'Is Free Supercharging Worth It? A Guide To Tesla’s Supercharging Network & Its “Unicorn Car” - CleanTechnica', ""Tesla 'unmatches' some buyers in rush to deliver cars by end of quarter - Business Insider"", 'Chart of the Day: Tesla Needs Capital, Tell That to Creditors - RealMoney', 'Not Your Average CEO: Musk Rescues Tesla-Owning Celebrity In Need - InsideEVs', ""Virginia's Ipsun Solar adds energy storage offering with Tesla ... - Solar Builder Magazine"", ""Tesla's Sentry Mode Leads to Vandal's Arrest After Keying Parked ... - autoevolution"", 'Crazy Aviators: The Eerie Similarities Between Billionaire Howard Hughes And Elon Musk - Forbes', 'Lenovo announces midrange K6 Enjoy with Helio P22 - GSMArena.com', ""Tesla begins rolling out '2048' and 'Super Breakout' to customer ... - TechSpot"", 'Alleged middle frame of the iPhone XI leaks, showing big camera ... - GSMArena.com']"
2019-04-05,"[""Elon Musk explains the camera inside Tesla's Model 3 - The Verge"", 'Elon Musk: Self-driving Teslas are going to make their owners money by competing with Uber, Lyft - CNBC', 'Tesla Elon Musk goes to court and deliveries fall in one terrible week - Business Insider', ""Tesla's Musk Faces New SEC Fines in Bid to Rein Him in on Twitter - TheStreet"", ""Here's a recap of Tesla CEO Elon Musk's face off with the SEC in court - CNBC"", 'Tesla Adds ‘Super Breakout,’ ‘2048’ to Its Car Dashboards - Variety', 'Tesla Model 3 Jumps To #1 In The Netherlands, Among All Cars — #CleanTechnica EV Sales Report - CleanTechnica', 'No more turn-signal affirmation for Tesla Navigate on Autopilot - Green Car Reports', 'Tesla car owners in Iowa can get their cars fixed now in Clive - Des Moines Register', 'Tightening sunroof screws - Tesla Motors Club', 'Tesla Widely Accused Of Bait and Switch - Including By Electric Vehicle-Advocacy Media - Torque News', ""Ford's Electric SUV to Offer More Range than Tesla - The Car Guide"", ""Tesla owner uses car's 'Summon' mode to remove daughter's loose ... - Sunday Times Driving"", 'Home charging with Tesla Wall unit - Tesla Motors Club', 'USB for TeslaCam write protected. - Tesla Motors Club', 'NoA: Additional Cameras Calibrating 0% - Tesla Motors Club', 'Oppo Reno with 10x zoom and 5G support coming on April 24 - GSMArena.com']"
2019-04-06,"['Fiat Chrysler pools fleet with Tesla to avoid EU emissions fines - Financial Times', ""Tesla and Musk must tone down the chaos if it's going to succeed - Business Insider"", 'Tesla is updating Model 3 to allow higher power output for longer ... - Electrek', 'Tesla’s Enhanced Summon set for a wider release to U.S. owners next week - TechCrunch', 'Chime when Opening and Closing Trunk Off - Tesla Motors Club']"
2019-04-07,"['Tesla Autopilot will be able to avoid potholes on the road, says Elon ... - Electrek', 'Tesla Model 3 = 60% Of US Electric Vehicle Market - CleanTechnica', 'Fiat cuts deal with Tesla to use EV credits and avoid EU emissions fines - The Driven', 'How does the dashcam ""recent clip"" really work? - Tesla Motors Club', 'How Can I Tell If I Have Enhanced Auto Pilot or Full Self Driving on ... - Tesla Motors Club', 'Tesla’s Vision Of An EV + Solar + Battery Storage Future Now Becoming Industry Norm - CleanTechnica', 'Project Stealth Rocket Tesla Model X Looks Sinister: Video - InsideEVs', 'Tesla’s Navigate on Autopilot performs amazingly with automatic lane changes - TESLARATI', 'Front Suspension Aft Link grind bolt? - Tesla Motors Club', 'Getting an SUV to replace Prius — say it isn’t so: Roadshow - The Mercury News']"
2019-04-08,"['Fiat Chrysler will pay Tesla to dodge billions in emissions fines - The Verge', 'Elon Musk confirms Tesla is developing a feature that allows autopilot to avoid potholes in tweet - Daily Mail', 'Morgan Stanley cuts Tesla price target and lowers Model S and Model X sales forecast - CNBC', 'Report: Tesla Model S/X Upgrading to More Efficient Electric Motors - PCMag', ""ONLY ON ABC7 NEWS.COM: Suspected burglar caught after California man's Tesla records its own break-in with Sentry Mode in San Francisco - KGO-TV"", 'Tesla Will Soon Let You Watch Videos on Infotainment Screen to Kill ... - The Drive', ""Tesla fired most employees in a service center for being 'inappropriate' - Electrek"", ""The 'Tesla Olympus Max' Is An All-Electric Concept Hypercar - Maxim"", 'Tesla Fined for Hazardous Waste and Emissions Problems - Assembly Magazine', 'Tesla Demonstrates Its Agility With New Homelink Option For Model 3 Owners - CleanTechnica', 'Tesla Model S Standard Range Removed From UK Configurator - autoevolution', 'A Brave Soul Actually Went Off-Roading In A Tesla Model X - CarScoops']"
2019-04-09,"['Tesla: New feature enables car to drive itself through a parking lot to pick you up - CNBC', ""Tesla's Time in the Digital World | Ctech - CTech"", '[Updated] Elon Musk Confirms That Construction Of Tesla’s New Gigafactory In China Is On Track - CleanTechnica', ""Tesla's senior director of global security leaves company - Business Insider"", 'Tesla Model 3 becomes best-selling car in Switzerland - not just ... - Electrek', 'Tesla is like Apple and Salesforce, but don’t buy the stock right now, analyst says - MarketWatch', ""Tesla's Sentry Mode helps police find burglar - Mashable"", ""Tesla is a battleground stock. Here's where major Wall Street analysts stand right now. - Business Insider India"", 'Watch Tesla Model 3 Performance complete a lap at Nürburgring ... - Electrek', '1st Right-Hand-Drive Tesla Model 3 Spotted — Next Up: UK & Australia Deliveries - CleanTechnica', ""Tesla's 'Sentry Mode' helps police nab suspected thief who broke into a Model 3 - Daily Mail"", 'Tesla police cruiser? Brookhaven testing one now - 11Alive.com WXIA', 'Tesla Model 3 now best-selling car in Switzerland - The Driven', '£92,000 Edinburgh private hire number plate worth more than Tesla ... - Edinburgh News', 'Tesla, GAF, RGS and now Hanergy: will solar roofs (finally) heat up ... - pv magazine USA', 'If Morrison wants “grunt”, he should try an EV – it might make his weekend - The Driven']"
2019-04-10,"['Tesla Says Autopilot Is Statistically Safer Than a Human Driver - Futurism', 'Electric Car Holy Grail: The Facts Show No One Can Top Tesla - InsideEVs', 'This Tesla Model S was turned into a motor home and could break a world record - Digital Trends', 'A Tesla Model S motorhome? Yep, and it has its sights set on a ... - New Atlas', ""Coverage Initiated On Tesla, A Pioneer That's Hitting Speed Bumps - Investor's Business Daily"", 'MIT Study Showing High ""Functional Vigilance"" Among Autopilot ... - The Drive', 'Poor radio reception after tint? - Tesla Motors Club', 'What tires does the Model S P100D with 19"" wheels come with? - Tesla Motors Club']"
